genename,Test_Os1,Test_Os2,Test_Os3,Test_Ch1,Test_Ch2,Test_Ch3,Test_Ad1,Test_Ad2,Test_Ad3,Test_MSC1,Test_MSC2,Test_MSC3
KLK1,0,0,0,3,0,0,0,0,1,0,0,0
KLK10,0,0,0,8,0,0,0,0,0,0,0,0
KLK11,0,0,0,3,0,0,0,0,0,0,0,0
KLK12,0,0,0,3,0,3,0,0,0,0,0,0
KLK13,0,0,0,2,9,32,0,0,0,0,0,1
KLK14,0,0,0,0,0,0,0,1,0,0,0,0
KLK15,0,0,0,5,14,0,0,0,0,0,0,0
KLK2,0,0,0,39,38,0,0,0,0,0,0,0
KLK3,0,0,0,7,0,0,0,0,0,0,0,0
KLK4,0,0,0,17,74,0,0,0,0,0,0,0
KLK5,0,0,0,0,0,0,0,0,0,0,0,0
KLK6,0,0,0,0,0,0,0,0,0,0,0,0
KLK7,0,0,0,3,0,0,0,0,0,0,0,0
KLK8,0,0,0,1,0,0,0,0,0,0,0,0
KLK9,0,0,0,0,0,0,0,0,0,0,0,0
KLKB1,0,0,0,0,0,0,0,0,3,0,10,1
KLKP1,0,0,0,2,9,0,0,0,0,0,0,0
KLLN,8,1,1,0,0,18,1,41,31,0,21,30
KLRA1P,0,0,1,49,73,80,1,23,49,0,94,58
KLRB1,0,0,0,14,0,0,0,0,0,0,1,3
KLRC1,0,0,0,5,0,0,0,0,0,0,1,0
KLRC2,0,0,0,0,16,0,0,0,0,0,0,0
KLRC3,0,0,0,2,0,0,0,0,0,0,0,3
KLRC4,0,0,0,0,23,16,0,0,0,0,0,0
KLRC4-KLRK1,0,0,0,0,0,0,0,0,0,0,0,0
KLRD1,0,0,0,58,3,8,1,2,13,0,8,8
KLRF1,0,0,0,0,0,6,0,1,0,0,0,0
KLRF2,0,0,0,0,0,0,0,0,0,0,0,0
KLRG1,2,0,0,1,7,0,0,7,22,0,9,5
KLRG2,0,0,0,0,0,0,0,1,0,0,0,0
KLRK1,0,0,0,1,0,0,0,0,0,0,0,2
KMO,0,0,0,16,6,0,0,0,0,0,9,0
KMT2A,78,16,9,899,1193,1080,3,194,1381,84,2481,1590
KMT2B,66,4,3,114,173,152,3,92,754,6,289,648
KMT2C,202,52,54,2587,3092,2402,16,390,1793,186,3771,1343
KMT2D,27,1,0,375,485,678,2,174,2060,68,977,2333
KMT2E,264,17,39,1543,1552,1460,12,408,937,470,3040,1390
KMT2E-AS1,14,6,2,10,21,1,0,6,21,0,5,10
KMT5A,306,10,15,733,515,453,7,252,281,682,1114,551
KMT5AP1,0,0,0,7,0,14,0,0,0,0,1,1
KMT5AP2,0,0,0,2,2,6,0,0,0,1,11,0
KMT5AP3,0,0,0,0,0,0,0,0,0,0,0,0
KMT5B,144,10,16,800,916,1254,6,218,398,209,1399,494
KMT5C,14,0,0,11,8,5,2,42,122,14,15,96
KNCN,0,0,3,0,0,0,0,0,0,0,0,0
KNDC1,0,0,0,8,0,1,0,1,8,0,3,25
KNG1,0,0,0,1,1,0,0,0,0,0,0,0
KNL1,152,6,7,248,220,389,2,124,18,683,228,175
KNOP1,44,2,3,139,238,527,2,178,122,22,417,177
KNOP1P1,0,0,0,0,0,0,0,0,0,0,0,0
KNOP1P2,0,0,0,1,8,6,0,0,2,0,5,1
KNOP1P3,0,0,0,0,0,0,0,0,0,0,0,0
KNOP1P4,0,0,0,1,1,0,0,0,0,0,12,0
KNOP1P5,0,0,0,0,0,0,0,0,0,0,0,0
KNSTRN,126,10,10,147,133,423,9,436,480,210,243,202
KNTC1,93,12,13,231,157,370,6,116,163,135,416,214
KPNA1,73,4,6,617,661,1060,1,269,967,43,1157,879
KPNA2,140,3,21,389,426,997,12,360,521,520,762,566
KPNA2P1,0,0,0,6,0,0,0,0,0,1,0,0
KPNA2P2,0,0,0,7,0,0,0,0,0,0,0,0
KPNA3,162,9,12,1423,1620,1799,13,496,1156,128,2308,1338
KPNA4,268,2,12,1776,1738,2860,8,764,2201,605,3183,1688
KPNA5,45,9,14,630,379,407,0,88,158,31,851,192
KPNA6,148,10,9,960,1137,1693,20,742,1853,211,2251,2103
KPNA7,0,0,0,0,12,0,0,0,0,0,0,0
KPNB1,1220,22,35,4401,5108,5922,61,1309,5151,1262,8236,5510
KPRP,0,0,0,1,0,4,0,0,0,0,0,0
KPTN,11,0,2,8,7,0,0,9,79,0,8,69
KRAS,95,0,4,617,807,1151,2,247,480,227,1522,533
KRASP1,0,0,0,0,0,0,0,0,0,0,0,0
KRBA1,38,1,1,38,73,41,0,50,97,46,80,133
KRBA2,0,0,2,10,9,1,1,5,32,0,23,15
KRBOX1,0,1,0,21,24,115,0,16,6,12,34,6
KRBOX1-AS1,0,0,0,1,7,0,0,0,0,0,2,0
KRBOX4,17,0,1,88,120,191,1,149,178,109,211,171
KRCC1,346,9,19,474,625,791,32,2201,526,1330,1348,306
KREMEN1,5,0,0,101,100,70,1,51,505,31,130,238
KREMEN2,0,0,0,0,0,0,0,0,2,0,0,1
KRI1,31,0,0,107,200,331,0,95,350,71,411,365
KRIT1,46,0,2,86,103,162,3,90,124,5,177,117
KRR1,64,2,1,783,1225,1118,7,589,570,206,1321,431
KRR1P1,0,0,0,3,0,23,0,0,2,0,23,6
KRT1,0,0,0,1,5,1,0,0,0,0,0,0
KRT10,32,1,11,58,60,262,0,41,88,189,197,93
KRT12,0,0,0,6,27,5,0,0,1,0,1,3
KRT125P,0,0,0,1,0,0,0,0,0,0,0,0
KRT126P,0,0,0,22,0,0,0,0,0,0,0,0
KRT127P,0,0,0,0,0,0,0,0,0,0,0,0
KRT128P,0,0,0,0,0,0,0,0,0,0,0,0
KRT13,0,0,0,0,2,0,0,0,0,0,0,0
KRT14,9,0,1,21,22,2,1,0,2,44,57,17
KRT15,0,0,0,0,17,13,0,0,3,26,1,23
KRT16,0,0,0,166,49,56,0,0,2,0,357,7
KRT16P1,0,0,0,0,0,0,0,0,0,0,0,0
KRT16P2,0,0,0,2,14,0,0,0,0,0,0,0
KRT16P3,0,0,0,0,0,0,0,0,0,0,0,0
KRT16P4,0,0,0,0,0,0,0,0,0,0,0,0
KRT16P5,0,0,0,0,0,0,0,0,0,0,0,0
KRT16P6,0,0,0,8,2,0,0,0,0,0,0,0
KRT17,0,0,0,302,82,13,0,2,6,0,200,14
KRT17P1,0,0,0,0,0,0,0,0,0,0,2,0
KRT17P2,0,0,0,0,0,0,0,0,0,0,0,0
KRT17P3,0,0,0,0,0,0,0,0,0,0,0,0
KRT17P4,0,0,0,0,0,0,0,0,0,0,0,0
KRT17P5,0,0,0,0,0,0,0,0,0,0,0,0
KRT17P6,0,0,0,4,0,0,0,0,0,0,0,0
KRT17P7,0,0,0,0,0,0,0,0,0,0,0,0
KRT17P8,0,0,0,0,0,0,0,0,0,0,1,0
KRT18,11,1,24,6,1,11,0,19,4,93,265,14
KRT18P1,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P10,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P11,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P12,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P13,0,0,0,0,0,0,0,0,0,0,2,0
KRT18P14,0,0,0,0,0,0,0,0,0,0,0,1
KRT18P15,0,0,0,11,0,0,0,0,0,0,2,1
KRT18P16,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P17,0,0,0,0,0,0,0,0,0,0,1,0
KRT18P18,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P19,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P2,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P20,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P21,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P22,0,0,0,5,0,0,0,0,1,0,0,2
KRT18P23,0,0,0,2,0,0,0,0,0,0,0,0
KRT18P24,0,0,0,0,0,2,0,0,0,0,0,0
KRT18P25,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P26,0,0,0,3,0,0,0,0,0,0,0,0
KRT18P27,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P28,0,0,0,0,0,14,0,0,0,0,0,0
KRT18P29,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P3,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P31,0,0,0,27,51,29,0,0,0,0,21,1
KRT18P32,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P33,0,0,0,0,0,0,0,0,0,0,1,0
KRT18P34,0,0,0,0,0,0,0,1,3,0,0,1
KRT18P35,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P36,0,0,0,3,0,0,0,0,0,0,0,0
KRT18P38,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P39,0,0,0,9,2,0,0,0,0,0,0,0
KRT18P4,0,0,0,5,30,0,0,0,0,0,4,3
KRT18P40,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P41,0,0,0,1,0,0,0,0,0,0,0,0
KRT18P42,0,0,0,0,2,0,0,0,0,0,1,0
KRT18P43,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P44,0,0,0,4,0,0,0,0,0,0,0,0
KRT18P45,0,0,0,1,1,0,0,0,0,0,0,0
KRT18P46,0,0,0,7,0,0,0,0,0,0,0,0
KRT18P47,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P48,0,0,0,7,0,0,0,0,0,0,0,0
KRT18P49,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P5,0,0,0,0,0,0,0,0,4,0,5,8
KRT18P50,0,0,0,5,0,0,0,0,0,0,0,0
KRT18P51,0,0,0,16,0,0,0,0,0,0,0,0
KRT18P52,0,0,0,0,0,5,2,1,1,0,0,1
KRT18P53,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P54,0,0,0,4,0,0,0,0,0,0,0,0
KRT18P55,0,0,0,0,0,0,0,0,2,0,0,2
KRT18P56,0,0,0,6,0,0,0,0,0,0,0,0
KRT18P57,0,0,0,0,0,0,0,0,2,0,2,2
KRT18P58,0,0,0,7,0,0,0,0,0,0,0,0
KRT18P59,0,0,0,1,4,0,0,1,10,0,0,2
KRT18P6,0,0,0,10,0,0,0,0,0,0,0,0
KRT18P60,0,0,0,3,32,19,0,0,1,0,28,0
KRT18P61,0,0,0,2,0,13,0,0,1,0,1,0
KRT18P62,0,0,0,20,19,7,0,0,0,0,5,0
KRT18P63,0,0,0,0,0,0,0,0,0,0,1,0
KRT18P64,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P65,0,0,0,2,0,0,0,0,0,0,0,0
KRT18P66,0,0,0,4,3,12,0,0,0,0,0,0
KRT18P67,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P68,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P7,0,0,0,9,2,2,0,0,2,0,7,0
KRT18P8,0,0,0,0,0,0,0,0,0,0,0,0
KRT18P9,0,0,0,3,0,0,0,0,0,0,0,0
KRT19,15,1,0,19,6,0,0,4,11,31,432,483
KRT19P1,0,0,0,0,4,0,0,0,0,0,0,0
KRT19P2,0,0,0,0,0,0,0,0,0,0,0,0
KRT19P3,0,0,0,0,0,0,0,0,0,0,0,0
KRT19P4,0,0,0,2,0,0,0,0,0,0,0,0
KRT19P6,0,0,0,0,0,0,0,0,0,0,0,0
KRT2,0,0,0,12,0,0,0,0,0,0,0,0
KRT20,0,0,0,6,0,0,0,0,0,0,0,0
KRT222,0,0,0,0,0,0,0,10,0,0,0,2
KRT223P,0,0,2,2,0,28,0,14,0,0,0,0
KRT23,0,0,0,0,1,0,0,0,0,0,2,5
KRT24,0,0,0,1,0,0,0,4,1,0,0,0
KRT25,0,0,0,7,11,0,0,0,0,0,0,0
KRT26,0,0,0,1,0,0,0,0,0,0,0,0
KRT27,0,0,0,0,0,0,0,0,0,0,0,0
KRT28,0,0,0,4,0,6,0,0,0,0,0,0
KRT3,0,0,0,5,1,1,0,0,0,0,0,0
KRT31,0,0,0,0,0,0,0,0,0,0,0,0
KRT32,0,0,0,0,0,0,0,0,0,0,0,0
KRT33A,0,0,0,0,0,0,0,0,0,0,0,0
KRT33B,0,0,0,4,0,0,0,0,0,0,0,9
KRT34,8,0,1,5,0,79,0,1,2,165,18,88
KRT35,0,0,0,0,0,0,0,0,0,0,0,0
KRT36,0,0,0,0,0,0,0,0,0,0,0,0
KRT37,0,0,0,0,0,0,0,0,0,0,0,0
KRT38,0,0,0,0,0,0,0,0,0,0,3,0
KRT39,0,0,0,0,8,0,0,0,0,0,1,0
KRT4,0,0,0,0,0,0,0,0,0,0,0,0
KRT40,0,0,0,0,3,0,0,0,0,0,0,0
KRT41P,0,0,0,0,0,0,0,0,0,0,0,0
KRT42P,0,0,1,7,6,0,0,0,0,0,0,0
KRT43P,0,0,0,0,0,0,0,0,0,0,0,0
KRT5,0,0,0,13,0,19,0,0,2,0,3,0
KRT6A,0,0,0,2,11,7,0,0,0,0,0,0
KRT6B,0,0,0,9,0,0,0,0,1,0,0,0
KRT6C,0,0,0,1,0,0,0,0,0,0,0,0
KRT7,941,30,167,73,85,411,54,1196,3,1922,384,48
KRT7-AS,0,0,0,2,0,0,1,8,1,33,7,0
KRT71,0,0,0,0,0,0,0,0,0,0,0,0
KRT72,0,0,0,0,8,0,0,0,0,0,0,0
KRT73,0,0,0,10,2,0,0,0,0,0,0,0
KRT73-AS1,0,0,0,0,0,15,0,0,0,0,0,0
KRT74,0,0,0,14,0,0,0,0,0,0,0,0
KRT75,0,0,0,0,0,0,0,1,0,0,0,0
KRT76,0,0,0,3,0,0,0,0,0,0,0,0
KRT77,0,0,0,3,0,0,0,0,0,0,0,0
KRT78,0,0,0,1,0,0,0,0,0,0,1,0
KRT79,0,0,0,1,0,0,0,0,0,0,0,0
KRT8,20,5,3,17,17,0,1,14,7,3,60,20
KRT80,0,0,0,9,19,9,0,1,0,0,44,3
KRT81,0,0,0,0,8,75,0,1,0,4,1,8
KRT82,0,0,0,4,0,3,0,0,0,0,0,0
KRT83,0,0,0,7,19,7,0,0,0,0,0,0
KRT84,0,0,0,0,0,8,0,0,0,0,0,0
KRT85,0,0,0,5,0,0,0,0,0,0,0,0
KRT86,0,0,0,5,0,10,0,2,1,0,5,4
KRT87P,0,0,0,0,5,0,0,0,0,0,4,0
KRT89P,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P1,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P10,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P11,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P12,8,0,0,13,43,20,0,18,55,0,106,49
KRT8P13,0,0,0,5,0,0,0,0,0,0,3,1
KRT8P14,0,0,0,0,0,0,0,0,0,0,2,2
KRT8P15,0,0,0,0,0,0,0,0,1,0,0,2
KRT8P17,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P18,0,0,0,3,0,0,0,0,0,0,0,0
KRT8P19,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P2,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P20,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P21,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P22,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P23,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P24,0,0,0,7,1,0,0,0,0,0,0,0
KRT8P25,0,0,0,6,0,0,0,0,0,0,0,0
KRT8P26,0,0,0,4,0,0,0,0,1,0,0,0
KRT8P27,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P28,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P29,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P3,6,0,0,1,2,0,0,0,6,0,5,2
KRT8P30,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P31,0,0,0,0,0,0,0,0,0,0,1,0
KRT8P32,0,0,0,5,15,0,0,0,0,0,0,0
KRT8P33,0,0,0,26,13,34,0,4,7,0,51,9
KRT8P34,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P35,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P36,0,0,0,6,2,0,0,0,0,0,3,1
KRT8P37,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P38,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P39,0,0,0,8,0,16,1,1,1,0,15,2
KRT8P4,0,0,0,0,0,21,0,0,0,0,2,0
KRT8P40,0,0,0,0,0,0,0,0,1,0,0,0
KRT8P41,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P42,0,0,0,5,0,0,0,0,0,0,0,0
KRT8P43,0,0,0,2,5,0,0,0,0,0,0,0
KRT8P44,0,0,0,0,0,0,0,1,1,0,0,0
KRT8P45,0,0,0,0,0,0,0,0,0,0,0,1
KRT8P46,20,0,0,16,70,18,9,3,6,142,92,8
KRT8P47,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P48,0,0,0,2,0,0,0,0,0,0,0,0
KRT8P49,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P5,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P50,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P51,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P52,0,0,0,10,0,0,0,0,0,0,1,0
KRT8P6,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P7,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P8,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P9,0,0,0,0,0,23,0,0,0,0,4,0
KRT9,0,0,0,16,13,14,0,0,0,0,4,1
KRT90P,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP1-1,0,0,0,0,0,0,0,0,0,0,7,47
KRTAP1-3,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP1-4,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP1-5,0,1,2,15,23,27,0,0,9,0,333,352
KRTAP10-1,0,0,0,10,0,0,0,0,0,0,0,0
KRTAP10-10,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-11,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-12,0,0,0,3,0,0,0,0,0,0,0,0
KRTAP10-13P,0,0,0,3,0,0,0,0,0,0,0,0
KRTAP10-2,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-3,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-4,0,0,0,1,0,0,0,0,0,0,0,0
KRTAP10-5,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-6,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-7,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-8,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP10-9,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP11-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP12-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP12-2,0,0,0,1,0,0,0,0,0,0,0,0
KRTAP12-3,0,0,0,6,4,0,0,0,0,0,0,0
KRTAP12-4,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP12-6P,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP13-1,0,0,0,0,1,0,0,0,0,0,0,0
KRTAP13-2,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP13-3,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP13-4,0,0,1,2,0,0,0,0,3,0,0,0
KRTAP13-5P,0,0,0,0,9,0,0,0,0,0,0,0
KRTAP15-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP16-1,0,0,0,5,17,0,0,0,0,0,0,0
KRTAP17-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-11P,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-2,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-3,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-4,0,0,0,0,9,0,0,0,0,0,0,0
KRTAP19-5,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-6,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-7,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP19-8,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP2-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP2-2,0,0,0,0,0,0,0,0,0,0,1,0
KRTAP2-3,0,0,4,0,7,1,0,0,1,0,5,30
KRTAP2-4,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP2-5P,0,0,0,3,0,0,0,0,0,0,0,0
KRTAP20-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP20-2,0,0,0,1,0,0,0,0,0,0,0,0
KRTAP20-3,0,0,0,0,2,0,0,0,0,0,0,0
KRTAP20-4,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP21-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP21-2,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP21-3,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP21-4P,0,0,0,6,16,0,0,0,0,0,0,0
KRTAP22-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP22-2,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP23-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP24-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP25-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP26-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP27-1,0,0,0,0,30,0,0,0,0,0,0,0
KRTAP29-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP3-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP3-2,0,0,0,0,0,10,0,0,1,0,0,0
KRTAP3-3,0,0,0,2,0,2,0,0,0,0,0,0
KRTAP3-4P,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP4-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP4-11,0,0,0,0,0,0,0,0,0,0,5,2
KRTAP4-12,0,0,0,6,0,0,0,0,0,0,0,0
KRTAP4-16,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP4-17P,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP4-2,0,0,0,9,9,0,0,0,0,0,0,0
KRTAP4-3,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP4-4,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP4-5,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP4-6,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP4-7,0,0,0,0,0,0,0,0,0,0,0,2
KRTAP4-8,0,0,0,7,0,0,0,0,0,0,0,0
KRTAP4-9,0,0,0,3,0,0,0,0,0,0,0,0
KRTAP5-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP5-10,7,0,0,0,0,0,0,0,0,0,0,0
KRTAP5-11,0,0,0,5,0,0,0,0,0,0,0,0
KRTAP5-3,0,0,0,2,0,0,0,0,0,0,0,0
KRTAP5-4,0,0,0,6,1,0,0,0,0,0,0,0
KRTAP5-5,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP5-6,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP5-7,0,0,0,0,0,0,0,0,0,0,1,0
KRTAP5-8,0,0,0,11,5,0,0,0,0,0,0,0
KRTAP5-9,6,0,0,2,0,0,0,0,0,0,2,1
KRTAP5-AS1,0,0,0,11,0,0,0,0,0,0,0,0
KRTAP6-1,0,0,0,1,0,0,0,0,0,0,0,0
KRTAP6-2,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP6-3,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP7-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP8-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP8-2P,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP8-3P,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP9-1,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP9-11P,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP9-12P,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP9-2,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP9-3,0,0,0,0,0,0,0,2,0,0,0,0
KRTAP9-4,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP9-6,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP9-7,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP9-8,0,0,0,0,0,0,0,0,0,0,0,0
KRTAP9-9,0,0,0,0,0,0,0,0,0,0,0,0
KRTCAP2,10,0,0,28,42,54,1,3,30,0,31,39
KRTCAP2P1,0,0,0,0,0,0,0,0,1,0,0,0
KRTCAP3,0,0,0,4,1,0,0,0,2,0,10,5
KRTDAP,0,0,0,6,0,0,0,0,0,0,0,0
KSR1,26,0,0,21,37,91,3,35,301,46,123,231
KSR1P1,0,0,0,0,0,0,0,0,0,0,0,0
KSR2,0,0,0,22,6,0,0,0,8,0,2,7
KTI12,0,0,7,30,51,90,3,25,46,26,89,52
KTN1,1174,27,55,8940,10523,11538,46,3644,3907,1788,15187,3626
KTN1-AS1,13,0,3,15,14,18,0,44,98,21,40,83
KU-MEL-3,0,0,1,4,0,8,0,0,0,0,1,0
KXD1,351,7,25,337,284,570,33,434,725,722,724,933
KY,0,0,0,0,0,15,0,1,14,0,43,101
KYAT1,0,0,0,0,0,0,0,0,3,0,6,4
KYAT3,45,3,14,452,692,443,3,278,591,66,762,497
KYNU,1,0,0,54,62,14,0,7,48,0,24,290
KYNUP2,0,0,0,0,0,0,0,0,0,0,0,0
L1CAM,0,0,0,2,6,0,0,1,1,0,1,2
L1TD1,0,0,0,8,43,1,0,0,0,0,19,0
L29074.1,0,0,0,0,0,0,0,0,0,0,0,0
L29074.2,0,0,0,0,0,0,0,0,0,0,0,0
L2HGDH,0,0,1,27,43,80,0,24,117,0,74,61
L34079.2,0,0,0,0,0,0,0,0,0,0,0,0
L34079.3,0,0,0,0,0,0,0,0,0,0,0,0
L3HYPDH,22,0,1,95,144,272,2,96,340,37,319,455
L3MBTL1,1,1,0,47,55,14,0,2,1,0,34,10
L3MBTL2,13,3,2,137,79,275,1,118,244,138,237,331
L3MBTL2-AS1,1,0,0,39,18,20,0,7,12,17,99,26
L3MBTL3,42,0,5,267,258,283,5,108,123,0,351,142
L3MBTL4,0,0,1,0,23,0,0,0,0,0,0,0
L3MBTL4-AS1,0,0,0,13,0,0,0,0,0,0,0,0
LACC1,102,0,1,134,264,267,7,680,709,326,1239,1161
LACRT,0,0,0,0,0,0,0,0,0,0,0,0
LACTB,39,7,6,354,677,540,1,182,163,114,941,472
LACTB2,2,6,7,76,93,123,1,395,286,5,344,123
LACTB2-AS1,0,1,0,28,26,10,0,0,7,0,11,6
LACTBL1,0,0,0,1,5,0,0,0,0,0,0,0
LAD1,0,0,0,0,0,0,0,0,0,0,0,1
LAG3,0,0,0,9,0,2,0,0,1,0,1,3
LAGE3,7,4,1,40,16,17,3,151,256,30,32,232
LAGE3P1,0,0,0,0,7,0,0,3,2,0,0,4
LAIR1,0,0,0,2,39,0,0,0,12,0,4,0
LAIR2,0,0,0,0,0,0,0,0,0,0,0,0
LALBA,0,0,0,7,19,0,0,0,0,0,0,0
LAMA1,0,0,0,1008,1579,594,0,7,20,0,1671,219
LAMA2,274,6,27,8024,13207,6895,18,594,1187,158,1030,131
LAMA3,23,1,3,189,144,60,0,93,545,0,1299,2348
LAMA4,193,7,16,301,355,268,19,657,24856,387,17999,22074
LAMA4-AS1,0,0,0,5,0,0,0,0,0,0,60,6
LAMA5,3,0,0,8,9,42,0,5,204,0,13,828
LAMA5-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LAMB1,766,8,28,5425,6313,7852,141,2306,38666,375,21484,20161
